terminated,mgrChurn,gender,minority,flsaType,seniority,age
0,0,0,0,0,3.12,58.8
0,0,0,0,0,1.47,41.3
0,0,0,0,0,8.01,57.9
0,0,0,0,0,2.66,26.4
0,0,0,0,0,4.62,36.1
0,1,0,0,0,0.21,52.1
0,0,0,0,0,1.05,40.8
0,0,0,0,0,2.53,44.4
0,0,0,0,0,7.80,64.0
0,0,0,0,0,8.63,61.3
0,1,0,0,0,2.26,40.6
0,0,0,0,0,5.21,50.3
0,0,0,0,0,2.18,32.8
0,0,0,0,0,1.72,48.1
0,0,0,0,0,2.64,44.8
0,0,0,0,0,0.25,24.5
0,1,0,0,0,4.33,48.3
0,0,0,0,0,5.32,44.1
0,0,0,0,0,7.00,67.1
0,0,0,0,0,2.64,47.4
0,0,0,0,0,4.41,61.6
0,0,0,0,0,0.34,51.1
0,0,0,0,0,4.25,43.6
0,1,0,0,0,0.76,53.4
0,1,0,0,0,5.36,54.4
0,0,0,0,0,5.01,41.8
0,0,0,0,0,0.11,43.7
0,0,0,0,0,3.92,40.8
0,0,0,0,0,8.76,61.3
0,1,0,0,0,1.42,24.5
0,1,0,0,0,2.35,26.2
0,0,0,0,0,0.69,43.9
0,1,0,0,0,1.42,23.8
0,1,0,0,0,5.10,46.8
0,0,0,0,0,5.08,37.0
0,0,0,0,0,0.80,49.8
0,0,0,0,0,-0.01,43.3
0,0,0,0,0,15.00,51.5
0,0,0,0,0,0.95,60.8
0,0,0,0,0,10.17,61.4
0,0,0,0,0,8.20,56.4
0,0,0,0,0,1.84,46.8
0,0,0,0,0,6.13,38.4
0,1,0,0,0,0.65,45.5
0,0,0,0,0,4.17,43.2
0,1,0,0,0,1.32,39.9
0,0,0,0,0,1.17,43.2
0,1,0,0,0,9.38,41.8
0,0,0,0,0,9.60,64.5
0,0,0,0,0,3.39,33.3
0,0,0,0,0,1.84,33.6
0,1,0,0,0,0.21,46.6
0,1,0,0,0,5.82,48.4
0,0,0,0,0,2.60,43.1
0,0,0,0,0,3.91,30.0
0,0,0,0,0,5.17,51.7
0,0,0,0,0,1.51,52.6
0,1,0,0,0,5.19,45.3
0,0,0,0,0,2.01,48.5
0,0,0,0,0,2.58,62.0
0,0,0,0,0,1.65,63.2
0,1,0,0,0,1.78,24.8
0,0,0,0,0,2.32,48.7
0,0,0,0,0,1.42,51.7
0,0,0,0,0,10.59,35.4
0,0,0,0,0,0.53,38.3
0,0,0,0,0,9.48,51.2
0,1,0,0,0,3.12,46.5
0,1,0,0,0,2.53,42.0
0,1,0,0,0,3.56,45.1
0,0,0,0,0,1.60,52.1
0,1,0,0,0,1.36,46.9
0,0,0,0,0,2.33,48.7
0,1,0,0,0,8.76,45.1
0,1,0,0,0,1.15,59.7
0,0,0,0,0,1.32,45.4
0,0,0,0,0,1.30,43.2
0,1,0,0,0,2.22,55.3
0,0,0,0,0,1.51,55.1
0,0,0,0,0,5.70,39.6
0,0,0,0,0,1.32,36.1
0,1,0,0,0,1.20,47.4
0,0,0,0,0,2.24,37.8
0,1,0,0,0,1.36,55.5
0,1,0,0,0,10.14,32.6
0,1,0,0,0,4.42,35.5
0,0,0,0,0,0.11,53.1
0,0,0,0,0,0.84,51.1
0,0,0,0,0,9.36,48.9
0,0,0,0,0,3.66,49.5
0,0,0,0,0,3.56,43.3
0,0,0,0,0,0.05,59.6
0,0,0,0,0,0.46,42.3
0,1,0,0,0,2.39,52.3
0,0,0,0,0,3.75,39.8
0,0,0,0,0,2.66,32.9
0,1,0,0,0,3.22,50.3
0,0,0,0,0,3.43,37.6
0,0,0,0,0,1.34,32.3
0,1,0,0,0,2.87,48.8
0,0,0,0,0,4.06,38.6
0,0,0,0,0,1.43,28.8
0,1,0,0,0,1.20,45.6
0,0,0,0,0,0.61,35.0
0,0,0,0,0,2.85,34.2
0,0,0,0,0,1.42,49.7
0,1,0,0,0,1.11,49.1
0,1,0,0,0,7.64,47.4
0,0,0,0,0,2.53,47.0
0,0,0,0,0,3.03,65.3
0,0,0,0,0,1.70,33.4
0,1,0,0,0,1.59,53.1
0,1,0,0,0,1.24,51.6
0,0,0,0,0,1.72,40.2
0,0,0,0,0,1.65,51.0
0,1,0,0,0,2.49,48.7
0,0,0,0,0,0.27,29.3
0,1,0,0,0,1.80,51.0
0,0,0,0,0,0.74,49.6
0,1,0,0,0,8.54,56.2
0,0,0,0,0,3.35,36.3
0,1,0,0,0,7.31,49.7
0,1,0,0,0,6.19,59.8
0,1,0,0,0,0.44,56.2
0,1,0,0,0,0.09,45.5
0,0,0,0,0,0.44,45.5
0,1,0,0,0,1.36,45.0
0,1,0,0,0,4.59,56.7
0,1,0,0,0,2.91,53.7
0,0,0,0,0,1.43,51.1
0,0,0,0,0,1.77,54.3
0,1,0,0,0,2.07,36.3
0,1,0,0,0,1.82,28.5
0,1,0,0,0,0.01,56.0
0,0,0,0,0,1.30,31.0
0,0,0,0,0,2.14,48.7
0,0,0,0,0,1.15,30.8
0,1,0,0,0,0.13,45.6
0,0,0,0,0,3.70,50.0
0,0,0,0,0,3.01,54.7
0,0,0,0,0,2.16,47.1
0,0,0,0,0,0.17,51.3
0,1,0,0,0,2.33,55.2
0,0,0,0,0,3.56,40.5
0,0,0,0,0,9.45,50.3
0,0,0,0,0,1.09,30.7
0,1,0,0,0,4.42,43.5
0,0,0,0,0,3.49,36.2
0,0,0,0,0,1.91,38.4
0,0,0,0,0,3.64,31.6
0,0,0,0,0,0.07,56.0
0,1,0,0,0,7.68,53.4
0,0,0,0,0,2.66,46.3
0,1,0,0,0,6.84,40.1
0,0,0,0,0,1.80,43.6
0,1,0,0,0,2.49,56.5
0,1,0,0,0,1.13,48.4
0,0,0,0,0,2.09,61.4
0,1,0,0,0,1.71,50.2
0,0,0,0,0,1.28,41.0
0,0,0,0,0,0.99,37.3
0,0,0,0,0,0.04,44.8
0,0,0,0,0,0.30,45.9
0,0,0,0,0,1.24,42.4
0,0,0,0,0,4.64,46.6
0,1,0,0,0,7.84,47.9
0,1,0,0,0,2.20,46.9
0,0,0,0,0,3.47,25.7
0,0,0,0,0,3.77,43.2
0,1,0,0,0,2.32,38.0
0,0,0,0,0,1.86,38.8
0,0,0,0,0,1.91,47.5
0,1,0,0,0,4.14,57.6
0,1,0,0,0,7.41,38.7
0,0,0,0,0,2.80,51.8
0,0,0,0,0,2.14,58.5
0,1,0,0,0,0.44,52.8
0,1,0,0,0,0.69,70.0
0,1,0,0,0,0.38,30.7
0,0,0,0,0,1.24,44.4
0,1,0,0,0,0.67,64.1
0,0,0,0,0,3.16,49.3
0,0,0,0,0,1.89,44.3
0,1,0,0,0,8.62,55.9
0,1,0,0,0,4.50,30.9
0,0,0,0,0,1.40,50.4
0,0,0,0,0,6.26,46.7
0,1,0,0,0,0.84,38.9
0,1,0,0,0,7.63,32.3
0,0,0,0,0,5.42,52.0
0,0,0,0,0,2.76,64.2
0,0,0,0,0,2.93,65.0
0,0,0,0,0,0.99,60.3
0,0,0,0,0,8.81,45.1
0,1,0,0,0,9.84,36.2
0,0,0,0,0,10.71,38.9
0,0,0,0,0,12.34,44.7
0,0,0,0,0,0.84,38.1
0,1,0,0,0,6.74,52.1
0,1,0,0,0,3.52,37.1
0,0,0,0,0,0.15,35.9
0,1,0,0,0,1.83,45.0
0,0,0,0,0,3.96,67.3
0,1,0,0,0,1.83,38.6
0,0,0,0,0,4.75,59.9
0,0,0,0,0,5.79,46.2
0,0,0,0,0,5.79,53.3
0,1,0,0,0,3.03,42.3
0,0,0,0,0,0.25,55.3
0,0,0,0,0,9.98,42.8
0,0,0,0,0,6.18,64.1
0,0,0,0,0,1.20,58.4
0,1,0,0,0,0.09,35.8
0,0,0,0,0,1.51,48.0
0,0,0,0,0,0.07,57.6
0,0,0,0,0,5.88,26.0
0,0,0,0,0,9.88,42.5
0,0,0,0,0,10.34,64.3
0,0,0,0,0,0.57,52.5
0,0,0,0,0,12.38,43.1
0,0,0,0,0,9.75,55.4
0,0,0,0,0,12.84,58.7
0,0,0,0,0,11.75,48.3
0,0,0,0,0,10.81,41.2
0,0,0,0,0,12.59,33.7
0,0,0,0,0,0.28,49.3
0,0,0,0,0,4.77,51.3
0,0,0,0,0,7.80,55.8
1,0,0,0,0,3.47,27.3
1,0,0,0,0,0.30,54.4
1,0,0,0,0,0.74,33.7
1,0,0,0,0,0.22,36.8
1,0,0,0,0,0.46,29.7
1,0,0,0,0,5.19,47.4
1,0,0,0,0,5.46,33.7
1,0,0,0,0,0.38,34.4
1,0,0,0,0,1.74,31.8
1,0,0,0,0,4.44,33.8
1,0,0,0,0,0.17,56.3
1,0,0,0,0,1.66,35.2
1,0,0,0,0,1.66,31.3
1,0,0,0,0,1.24,46.9
1,0,0,0,0,0.90,43.5
1,0,0,0,0,0.05,35.4
1,0,0,0,0,2.24,36.7
1,1,0,0,0,0.09,33.7
1,0,0,0,0,1.36,56.5
1,0,0,0,0,9.18,66.3
1,1,0,0,0,0.95,40.0
1,0,0,0,0,12.92,69.4
1,0,0,0,0,9.56,59.2
1,0,0,0,0,4.37,51.9
1,1,0,0,0,1.05,62.4
1,0,0,0,0,1.00,45.7
1,0,0,0,0,2.05,52.8
1,0,0,0,0,1.32,34.0
1,1,0,0,0,3.54,29.9
1,0,0,0,0,0.34,31.4
1,0,0,0,0,2.90,33.1
1,0,0,0,0,3.77,60.1
1,1,0,0,0,4.29,46.0
1,0,0,0,0,4.31,52.3
1,0,0,0,0,2.07,37.8
1,0,0,0,0,0.42,40.7
1,0,0,0,0,5.09,46.0
1,0,0,0,0,2.35,56.7
1,0,0,0,0,2.05,49.7
1,0,0,0,0,0.94,46.4
1,0,0,0,0,2.39,47.7
1,0,0,0,0,2.43,46.9
1,0,0,0,0,2.68,58.8
1,0,0,0,0,3.49,52.6
1,0,0,0,0,0.65,52.6
1,0,0,0,0,1.32,37.9
1,0,0,0,0,2.58,46.5
1,1,0,0,0,-0.01,53.0
1,1,0,0,0,0.42,50.9
1,1,0,0,0,0.11,53.6
1,1,0,0,0,0.94,26.8
1,0,0,0,0,2.41,44.0
1,0,0,0,0,0.94,37.1
1,0,0,0,0,0.30,39.8
1,1,0,0,0,0.17,45.8
1,1,0,0,0,2.37,40.7
1,0,0,0,0,1.07,36.9
1,0,0,0,0,3.47,47.1
1,0,0,0,0,0.19,34.4
1,0,0,0,0,0.76,41.4
1,0,0,0,0,0.51,48.6
1,0,0,0,0,2.66,38.0
1,0,0,0,0,2.66,28.8
1,0,0,0,0,0.04,51.1
1,0,0,0,0,0.13,29.3
1,1,0,0,0,0.09,54.2
1,1,0,0,0,2.43,47.2
1,0,0,0,0,9.54,50.3
1,0,0,0,0,1.32,51.6
1,0,0,0,0,1.30,52.4
1,0,0,0,0,0.21,38.3
1,0,0,0,0,7.24,31.3
1,1,0,0,0,6.72,51.3
1,1,0,0,0,5.27,36.3
1,0,0,0,0,6.51,38.3
1,0,0,0,0,2.81,51.8
1,1,1,1,1,0.51,29.0
0,1,0,1,1,0.49,50.7
0,1,1,1,1,2.35,61.5
0,1,1,1,1,0.17,28.6
0,1,1,1,1,0.57,24.7
0,1,1,1,1,0.09,25.4
0,1,1,1,1,0.74,30.6
0,0,1,1,1,3.50,46.6
0,0,1,1,1,2.01,27.6
0,0,1,1,1,0.94,59.0
0,1,1,1,1,6.23,52.0
0,0,1,1,1,0.09,50.3
0,0,1,1,1,1.66,29.1
0,0,1,1,1,1.40,52.7
0,0,1,1,1,2.53,40.1
0,1,1,1,1,2.68,49.1
0,1,1,1,1,6.34,60.7
0,0,1,1,1,1.36,23.4
0,1,1,1,1,0.63,24.8
0,0,1,1,1,4.06,37.7
0,0,1,1,1,0.90,60.0
0,0,1,1,1,3.00,56.4
0,0,1,1,1,2.26,42.5
0,1,1,1,1,1.24,29.1
0,1,1,1,1,2.89,28.8
0,0,1,1,1,4.56,56.2
0,0,1,1,1,0.74,51.3
0,0,1,1,1,3.96,46.7
0,1,1,1,1,6.55,29.1
0,0,1,1,1,1.05,37.1
0,1,1,1,1,4.48,44.2
0,0,1,1,1,1.63,54.7
0,1,1,1,1,2.73,36.5
0,0,1,1,1,0.17,43.8
0,0,1,1,1,0.19,54.2
0,1,1,1,1,2.64,39.6
0,0,1,1,1,3.94,46.6
0,0,1,1,1,4.59,59.7
0,0,1,1,1,1.66,48.0
0,1,1,1,1,0.55,43.0
0,1,1,1,1,0.44,36.4
0,1,1,1,1,2.18,59.6
0,1,1,1,1,4.52,38.5
0,1,1,1,1,0.57,33.4
0,1,1,1,1,7.91,49.8
0,1,1,1,1,4.79,44.7
0,0,1,1,1,8.41,55.1
0,0,1,1,1,0.15,31.2
0,0,1,1,1,1.80,54.9
0,0,1,1,1,1.84,34.0
0,0,1,1,1,-0.01,36.4
0,0,1,1,1,1.13,49.4
0,1,1,1,1,4.59,45.1
0,0,1,1,1,1.34,33.9
0,0,1,1,1,4.23,60.7
0,1,1,1,1,2.28,33.2
0,0,1,1,1,2.45,60.3
0,1,1,1,1,1.13,40.7
0,1,1,1,1,6.31,35.1
0,0,1,1,1,1.80,26.7
0,1,1,1,1,3.83,35.2
0,0,1,1,1,5.13,63.1
0,0,1,1,1,1.53,39.6
0,0,1,1,1,3.73,48.7
0,0,1,1,1,1.24,59.2
0,0,1,1,1,16.65,47.2
0,0,1,1,1,3.68,38.6
0,0,1,1,1,1.84,37.6
0,0,1,1,1,0.61,43.6
0,0,1,1,1,0.84,35.5
0,0,1,1,1,2.87,51.5
0,0,1,1,1,1.72,39.1
0,0,1,1,1,1.30,29.5
0,0,1,1,1,1.80,32.5
0,1,1,1,1,1.72,38.0
0,0,1,1,1,2.51,35.1
1,1,1,1,1,0.49,28.8
1,0,1,1,1,0.36,40.3
1,0,1,1,1,1.38,32.9
1,0,1,1,1,1.89,36.3
1,1,1,1,1,2.53,30.3
1,0,1,1,1,2.37,36.0
1,0,1,1,1,0.48,26.3
1,0,1,1,1,4.52,33.3
1,0,1,1,1,4.04,61.3
1,0,1,1,1,1.76,44.2
1,0,1,1,1,4.96,39.6
1,0,1,1,1,0.63,31.8
1,0,1,1,1,0.51,31.7
1,0,1,1,1,3.75,30.4
1,0,1,1,1,0.25,27.7
1,0,1,1,1,2.49,37.9
1,0,1,1,1,1.30,48.8
1,0,1,1,1,1.20,47.5
1,0,1,1,1,2.62,42.8
1,0,1,1,1,3.58,38.2
1,0,1,1,1,0.71,53.0
0,0,0,1,1,1.28,34.9
0,0,0,1,1,3.98,44.2
0,1,0,1,1,0.42,30.9
0,1,0,1,1,3.04,29.3
0,1,0,1,1,2.95,35.0
0,0,0,1,1,0.97,29.9
0,0,0,1,1,0.74,36.2
0,1,0,1,1,2.66,28.3
0,0,0,1,1,1.51,38.4
0,0,0,1,1,9.04,35.3
0,0,0,1,1,2.72,28.7
0,0,0,1,1,2.64,37.8
0,0,0,1,1,0.69,27.1
0,1,0,1,1,1.15,40.8
0,0,0,1,1,2.89,35.3
0,0,0,1,1,2.51,41.3
0,1,0,1,1,4.04,51.4
0,1,0,1,1,3.41,42.5
0,0,0,1,1,0.36,30.3
0,0,0,1,1,1.74,35.5
0,0,0,1,1,3.96,33.9
0,0,0,1,1,0.36,40.0
0,1,0,1,1,11.46,66.0
0,1,0,1,1,1.30,38.1
0,0,0,1,1,1.13,38.8
0,0,0,1,1,0.51,45.1
0,0,0,1,1,1.32,32.2
0,1,0,1,1,0.38,42.8
0,1,0,1,1,0.17,36.3
0,0,0,1,1,4.41,29.0
0,0,0,1,1,2.32,34.3
0,1,0,1,1,10.84,57.5
0,0,0,1,1,6.93,40.2
0,0,0,1,1,4.48,52.4
0,1,0,1,1,1.53,39.6
0,1,0,1,1,1.07,29.2
0,0,0,1,1,4.21,42.2
0,0,0,1,1,3.96,30.1
0,1,0,1,1,1.76,31.8
0,0,0,1,1,0.97,37.8
0,0,0,1,1,2.87,29.0
0,0,0,1,1,4.46,40.2
0,1,0,1,1,4.48,31.2
0,0,0,1,1,0.40,36.5
0,1,0,1,1,0.38,30.5
0,0,0,1,1,0.48,48.0
0,1,0,1,1,3.27,28.1
0,1,0,1,1,1.13,32.2
0,0,0,1,1,3.67,54.3
0,1,0,1,1,3.70,41.9
0,1,0,1,1,3.14,35.0
0,0,0,1,1,6.99,66.5
0,0,0,1,1,6.40,61.2
0,0,0,1,1,1.57,26.6
0,0,0,1,1,1.11,39.5
0,1,0,1,1,2.36,36.2
0,0,0,1,1,2.55,26.7
1,1,0,1,1,1.68,21.6
1,1,0,1,1,0.53,30.2
1,0,0,1,1,4.73,30.4
1,0,0,1,1,4.04,37.0
1,0,0,1,1,2.89,29.1
1,0,0,1,1,0.17,30.2
1,1,0,1,1,0.53,20.2
1,0,0,1,1,1.26,42.4
1,0,0,1,1,1.20,32.6
1,0,0,1,1,0.44,66.8
1,0,0,1,1,0.38,36.2
1,1,0,1,1,0.97,44.8
1,0,0,1,1,1.97,32.0
0,1,1,1,1,4.19,57.6
0,1,1,1,1,0.36,27.3
0,1,1,1,1,2.28,61.3
0,1,1,1,1,1.51,59.7
0,0,1,1,1,0.36,39.5
0,1,1,1,1,0.09,31.4
0,0,1,1,1,10.04,55.1
0,1,1,1,1,1.49,52.8
0,0,1,1,1,0.44,28.4
0,0,1,1,1,1.20,46.3
0,0,1,1,1,1.38,64.7
0,0,1,1,1,1.63,51.8
0,0,1,1,1,0.44,25.4
0,0,1,1,1,2.03,59.3
0,1,1,1,1,1.32,34.2
0,0,1,1,1,1.86,27.2
0,1,1,1,1,0.17,45.5
0,1,1,1,1,3.52,45.9
0,1,1,1,1,0.74,34.1
0,0,1,1,1,0.76,57.1
0,1,1,1,1,1.36,30.0
0,1,1,1,1,0.17,34.4
0,0,1,1,1,12.55,48.7
0,1,1,1,1,0.46,32.8
0,1,1,1,1,0.40,23.7
0,0,1,1,1,0.86,37.9
0,1,1,1,1,3.08,46.3
0,1,1,1,1,0.34,28.2
0,0,1,1,1,1.07,26.4
0,1,1,1,1,1.60,40.5
0,1,1,1,1,0.44,35.7
0,0,1,1,1,0.53,33.0
0,0,1,1,1,0.71,50.6
0,1,1,1,1,1.42,50.5
0,1,1,1,1,0.63,55.8
0,0,1,1,1,0.40,42.0
0,0,1,1,1,1.42,54.7
0,1,1,1,1,1.15,26.1
0,1,1,1,1,0.57,37.7
0,0,1,1,1,1.34,34.9
0,0,1,1,1,4.12,47.0
0,1,1,1,1,0.21,31.0
0,0,1,1,1,1.57,60.4
0,0,1,1,1,1.76,26.4
0,1,1,1,1,0.82,27.1
0,1,1,1,1,3.88,44.6
0,0,1,1,1,1.78,44.4
0,0,1,1,1,1.30,42.5
0,1,1,1,1,0.30,29.4
0,0,1,1,1,0.15,30.5
0,0,1,1,1,2.22,53.6
0,1,1,1,1,1.11,41.9
0,0,1,1,1,4.59,32.1
0,0,1,1,1,0.42,54.7
0,1,1,1,1,1.20,31.2
0,0,1,1,1,0.30,47.5
0,0,1,1,1,0.21,34.9
0,1,1,1,1,1.20,39.3
0,0,1,1,1,1.24,27.5
0,0,1,1,1,1.49,30.0
0,1,1,1,1,0.61,43.2
0,0,1,1,1,1.42,39.7
0,1,1,1,1,2.24,46.7
0,0,1,1,1,1.66,40.9
0,0,1,1,1,2.39,56.3
0,0,1,1,1,1.66,32.1
0,1,1,1,1,1.20,37.8
0,0,1,1,1,0.13,24.7
0,1,1,1,1,1.42,43.4
0,1,1,1,1,1.51,35.7
0,0,1,1,1,0.73,29.3
0,1,1,1,1,0.38,46.3
0,1,1,1,1,1.60,59.0
0,0,1,1,1,0.99,35.5
0,0,1,1,1,0.27,54.7
0,0,1,1,1,3.39,44.3
0,0,1,1,1,0.51,49.6
0,0,1,1,1,3.72,26.0
0,1,1,1,1,1.78,67.3
0,0,1,1,1,1.51,58.5
0,1,1,1,1,0.17,26.0
0,1,1,1,1,1.36,38.8
0,0,1,1,1,3.66,59.1
0,0,1,1,1,0.40,44.2
0,0,1,1,1,0.30,35.4
0,1,1,1,1,-0.01,43.8
0,0,1,1,1,1.78,34.0
0,1,1,1,1,0.48,38.9
0,0,1,1,1,0.21,35.4
0,0,1,1,1,1.05,33.2
0,1,1,1,1,0.30,35.4
0,0,1,1,1,1.43,30.1
0,0,1,1,1,1.13,37.3
0,1,1,1,1,1.13,38.0
0,0,1,1,1,0.27,28.4
0,0,1,1,1,2.97,40.9
0,1,1,1,1,1.70,60.1
0,1,1,1,1,1.91,27.4
0,1,1,1,1,0.30,29.4
0,0,1,1,1,0.36,28.7
0,0,1,1,1,0.21,42.7
0,0,1,1,1,0.36,27.8
0,0,1,1,1,0.44,60.3
0,1,1,1,1,2.22,54.8
0,1,1,1,1,3.94,32.9
0,0,1,1,1,2.22,43.4
0,0,1,1,1,0.21,59.4
0,0,1,1,1,0.05,28.5
0,0,1,1,1,0.44,28.9
0,1,1,1,1,3.50,57.1
0,0,1,1,1,1.70,37.5
0,1,1,1,1,4.12,57.1
0,0,1,1,1,0.21,35.5
0,1,1,1,1,1.07,22.3
0,1,1,1,1,3.89,38.7
0,0,1,1,1,0.38,31.0
0,0,1,1,1,1.72,37.0
0,0,1,1,1,0.09,53.3
0,0,1,1,1,0.92,43.1
0,0,1,1,1,1.07,53.7
0,0,1,1,1,2.49,46.2
0,0,1,1,1,3.33,52.6
0,0,1,1,1,1.78,62.8
0,0,1,1,1,0.48,37.0
0,1,1,1,1,1.15,60.6
0,1,1,1,1,7.51,42.8
0,1,1,1,1,1.20,22.9
0,0,1,1,1,0.48,58.4
0,1,1,1,1,0.49,36.4
0,1,1,1,1,0.51,35.1
0,0,1,1,1,0.21,34.5
0,0,1,1,1,0.19,33.1
0,1,1,1,1,1.63,52.2
0,1,1,1,1,1.34,35.3
0,0,1,1,1,0.51,48.4
0,1,1,1,1,0.17,28.4
0,1,1,1,1,1.32,48.0
0,0,1,1,1,1.60,29.1
0,1,1,1,1,0.44,30.5
0,1,1,1,1,1.15,35.1
0,0,1,1,1,0.17,39.3
0,1,1,1,1,1.01,31.4
0,0,1,1,1,8.99,60.3
0,1,1,1,1,2.51,37.5
0,0,1,1,1,0.40,25.3
0,1,1,1,1,0.40,36.0
0,0,1,1,1,1.42,57.3
0,0,1,1,1,2.51,45.4
0,1,1,1,1,0.51,54.8
0,1,1,1,1,0.04,45.6
0,0,1,1,1,2.41,45.0
0,1,1,1,1,0.44,63.4
0,1,1,1,1,0.09,34.3
0,0,1,1,1,2.47,35.0
0,0,1,1,1,2.47,64.7
0,0,1,1,1,0.67,28.5
0,1,1,1,1,1.15,42.0
0,1,1,1,1,0.46,56.3
0,1,1,1,1,1.60,43.4
0,0,1,1,1,3.24,46.9
0,1,1,1,1,1.24,42.3
0,0,1,1,1,0.46,24.9
0,0,1,1,1,1.76,43.0
0,1,1,1,1,1.09,39.3
0,1,1,1,1,1.36,26.5
0,1,1,1,1,0.88,49.5
0,1,1,1,1,0.42,25.2
0,0,1,1,1,2.24,51.0
0,0,1,1,1,16.90,51.3
